location,date,vaccine,total_vaccinations
Chile,4/13/2021,Sinovac,10952854
Chile,4/14/2021,Pfizer/BioNTech,1667302
Chile,4/14/2021,Sinovac,11092844
Chile,4/15/2021,Pfizer/BioNTech,1735331
Chile,4/15/2021,Sinovac,11232014
Chile,4/16/2021,Pfizer/BioNTech,1786087
Chile,4/16/2021,Sinovac,11375475
Chile,4/17/2021,Pfizer/BioNTech,1792014
Chile,4/17/2021,Sinovac,11391836
Chile,4/18/2021,Pfizer/BioNTech,1792691
Chile,4/18/2021,Sinovac,11393797
Chile,4/19/2021,Pfizer/BioNTech,1816756
Chile,4/19/2021,Sinovac,11564699
Chile,4/20/2021,Pfizer/BioNTech,1861228
Chile,4/20/2021,Sinovac,11709583
Chile,4/21/2021,Pfizer/BioNTech,1907300
Chile,4/21/2021,Sinovac,11841123
Chile,4/22/2021,Pfizer/BioNTech,1954420
Chile,4/22/2021,Sinovac,11994737
Chile,4/23/2021,Pfizer/BioNTech,1983406
Chile,4/23/2021,Sinovac,12149388
Chile,4/24/2021,Pfizer/BioNTech,1985803
Chile,4/24/2021,Sinovac,12164675
Chile,4/25/2021,Pfizer/BioNTech,1985804
Chile,4/25/2021,Sinovac,12165717
Chile,4/26/2021,Pfizer/BioNTech,2031178
Chile,4/26/2021,Sinovac,12317050
Chile,4/27/2021,Pfizer/BioNTech,2095067
Chile,4/27/2021,Sinovac,12424706
Chile,4/28/2021,Oxford/AstraZeneca,3607
Chile,4/28/2021,Pfizer/BioNTech,2149945
Chile,4/28/2021,Sinovac,12535362
Chile,4/29/2021,Oxford/AstraZeneca,10150
Chile,4/29/2021,Pfizer/BioNTech,2182513
Chile,4/29/2021,Sinovac,12651668
Chile,4/30/2021,Oxford/AstraZeneca,23877
Chile,4/30/2021,Pfizer/BioNTech,2213564
Chile,4/30/2021,Sinovac,12694760
Chile,5/1/2021,Oxford/AstraZeneca,24163
Chile,5/1/2021,Pfizer/BioNTech,2214741
Chile,5/1/2021,Sinovac,12695597
Chile,5/2/2021,Oxford/AstraZeneca,24345
Chile,5/2/2021,Pfizer/BioNTech,2215133
Chile,5/2/2021,Sinovac,12696489
Chile,5/3/2021,Oxford/AstraZeneca,44442
Chile,5/3/2021,Pfizer/BioNTech,2239041
Chile,5/3/2021,Sinovac,12804364
Chile,5/4/2021,Oxford/AstraZeneca,61215
Chile,5/4/2021,Pfizer/BioNTech,2285206
Chile,5/4/2021,Sinovac,12911124
Chile,5/5/2021,Oxford/AstraZeneca,71041
Chile,5/5/2021,Pfizer/BioNTech,2333750
Chile,5/5/2021,Sinovac,13027898
Chile,5/6/2021,Oxford/AstraZeneca,78257
Chile,5/6/2021,Pfizer/BioNTech,2374626
Chile,5/6/2021,Sinovac,13138068
Chile,5/7/2021,Oxford/AstraZeneca,82405
Chile,5/7/2021,Pfizer/BioNTech,2408634
Chile,5/7/2021,Sinovac,13247888
Chile,5/8/2021,Oxford/AstraZeneca,83075
Chile,5/8/2021,Pfizer/BioNTech,2414373
Chile,5/8/2021,Sinovac,13267073
Chile,5/9/2021,Oxford/AstraZeneca,83145
Chile,5/9/2021,Pfizer/BioNTech,2414438
Chile,5/9/2021,Sinovac,13268343
Chile,5/10/2021,Oxford/AstraZeneca,86101
Chile,5/10/2021,Pfizer/BioNTech,2453943
Chile,5/10/2021,Sinovac,13399606
Chile,5/11/2021,Oxford/AstraZeneca,88080
Chile,5/11/2021,Pfizer/BioNTech,2520114
Chile,5/11/2021,Sinovac,13524230
Chile,5/12/2021,Oxford/AstraZeneca,89748
Chile,5/12/2021,Pfizer/BioNTech,2579608
Chile,5/12/2021,Sinovac,13646437
Chile,5/13/2021,Oxford/AstraZeneca,90300
Chile,5/13/2021,Pfizer/BioNTech,2627546
Chile,5/13/2021,Sinovac,13755638
Chile,5/14/2021,Oxford/AstraZeneca,90542
Chile,5/14/2021,Pfizer/BioNTech,2672483
Chile,5/14/2021,Sinovac,13869950
Chile,5/15/2021,Oxford/AstraZeneca,90582
Chile,5/15/2021,Pfizer/BioNTech,2672777
Chile,5/15/2021,Sinovac,13871073
Chile,5/16/2021,Oxford/AstraZeneca,90582
Chile,5/16/2021,Pfizer/BioNTech,2672857
Chile,5/16/2021,Sinovac,13871429
Chile,5/17/2021,Oxford/AstraZeneca,90877
Chile,5/17/2021,Pfizer/BioNTech,2726251
Chile,5/17/2021,Sinovac,13989410
Chile,5/18/2021,Oxford/AstraZeneca,92307
Chile,5/18/2021,Pfizer/BioNTech,2804922
Chile,5/18/2021,Sinovac,14093108
Chile,5/19/2021,Oxford/AstraZeneca,98825
Chile,5/19/2021,Pfizer/BioNTech,2884514
Chile,5/19/2021,Sinovac,14174030
Chile,5/20/2021,Oxford/AstraZeneca,105543
Chile,5/20/2021,Pfizer/BioNTech,2955516
Chile,5/20/2021,Sinovac,14288155
Chile,5/21/2021,Oxford/AstraZeneca,105614
Chile,5/21/2021,Pfizer/BioNTech,2962568
Chile,5/21/2021,Sinovac,14290697
Chile,5/22/2021,Oxford/AstraZeneca,106107
Chile,5/22/2021,Pfizer/BioNTech,2975163
Chile,5/22/2021,Sinovac,14310716
Chile,5/23/2021,Oxford/AstraZeneca,106127
Chile,5/23/2021,Pfizer/BioNTech,2976293
Chile,5/23/2021,Sinovac,14313853
Chile,5/24/2021,Oxford/AstraZeneca,118538
Chile,5/24/2021,Pfizer/BioNTech,3050571
Chile,5/24/2021,Sinovac,14464154
Chile,5/25/2021,Oxford/AstraZeneca,136113
Chile,5/25/2021,Pfizer/BioNTech,3162065
Chile,5/25/2021,Sinovac,14581874
Chile,5/26/2021,Oxford/AstraZeneca,161502
Chile,5/26/2021,Pfizer/BioNTech,3236272
Chile,5/26/2021,Sinovac,14711320
Chile,5/27/2021,Oxford/AstraZeneca,195433
Chile,5/27/2021,Pfizer/BioNTech,3293017
Chile,5/27/2021,Sinovac,14823865
Chile,5/28/2021,Oxford/AstraZeneca,227534
Chile,5/28/2021,Pfizer/BioNTech,3341082
Chile,5/28/2021,Sinovac,14930048
Chile,5/29/2021,Oxford/AstraZeneca,235978
Chile,5/29/2021,Pfizer/BioNTech,3353345
Chile,5/29/2021,Sinovac,14956718
Chile,5/30/2021,Oxford/AstraZeneca,237372
Chile,5/30/2021,Pfizer/BioNTech,3354906
Chile,5/30/2021,Sinovac,14963857
Chile,5/31/2021,CanSino,74
Chile,5/31/2021,Oxford/AstraZeneca,281169
Chile,5/31/2021,Pfizer/BioNTech,3423040
Chile,5/31/2021,Sinovac,15067533
Chile,6/1/2021,CanSino,10458
Chile,6/1/2021,Oxford/AstraZeneca,326576
Chile,6/1/2021,Pfizer/BioNTech,3526366
Chile,6/1/2021,Sinovac,15129800
Chile,6/2/2021,CanSino,33773
Chile,6/2/2021,Oxford/AstraZeneca,359059
Chile,6/2/2021,Pfizer/BioNTech,3606454
Chile,6/2/2021,Sinovac,15198120
Chile,6/3/2021,CanSino,73390
Chile,6/3/2021,Oxford/AstraZeneca,361403
Chile,6/3/2021,Pfizer/BioNTech,3654022
Chile,6/3/2021,Sinovac,15272389
Chile,6/4/2021,CanSino,107749
Chile,6/4/2021,Oxford/AstraZeneca,362957
Chile,6/4/2021,Pfizer/BioNTech,3678538
Chile,6/4/2021,Sinovac,15357157
Chile,6/5/2021,CanSino,117656
Chile,6/5/2021,Oxford/AstraZeneca,363267
Chile,6/5/2021,Pfizer/BioNTech,3683654
Chile,6/5/2021,Sinovac,15379546
Chile,6/6/2021,CanSino,119446
Chile,6/6/2021,Oxford/AstraZeneca,363297
Chile,6/6/2021,Pfizer/BioNTech,3684245
Chile,6/6/2021,Sinovac,15382133
Chile,6/7/2021,CanSino,146912
Chile,6/7/2021,Oxford/AstraZeneca,365253
Chile,6/7/2021,Pfizer/BioNTech,3695983
Chile,6/7/2021,Sinovac,15522396
Chile,6/8/2021,CanSino,166989
Chile,6/8/2021,Oxford/AstraZeneca,366936
Chile,6/8/2021,Pfizer/BioNTech,3709626
Chile,6/8/2021,Sinovac,15671753
Chile,6/9/2021,CanSino,183716
Chile,6/9/2021,Oxford/AstraZeneca,368907
Chile,6/9/2021,Pfizer/BioNTech,3721907
Chile,6/9/2021,Sinovac,15834448
Chile,6/10/2021,CanSino,196871
Chile,6/10/2021,Oxford/AstraZeneca,370195
Chile,6/10/2021,Pfizer/BioNTech,3735865
Chile,6/10/2021,Sinovac,16009159
Chile,6/11/2021,CanSino,200919
Chile,6/11/2021,Oxford/AstraZeneca,371428
Chile,6/11/2021,Pfizer/BioNTech,3752756
Chile,6/11/2021,Sinovac,16165978
Chile,6/12/2021,CanSino,201312
Chile,6/12/2021,Oxford/AstraZeneca,371755
Chile,6/12/2021,Pfizer/BioNTech,3755571
Chile,6/12/2021,Sinovac,16194953
Chile,6/13/2021,CanSino,201361
Chile,6/13/2021,Oxford/AstraZeneca,371770
Chile,6/13/2021,Pfizer/BioNTech,3756116
Chile,6/13/2021,Sinovac,16196411
Chile,6/14/2021,CanSino,205533
Chile,6/14/2021,Oxford/AstraZeneca,372943
Chile,6/14/2021,Pfizer/BioNTech,3788166
Chile,6/14/2021,Sinovac,16380705
Chile,6/15/2021,CanSino,209209
Chile,6/15/2021,Oxford/AstraZeneca,373761
Chile,6/15/2021,Pfizer/BioNTech,3841397
Chile,6/15/2021,Sinovac,16533736
Chile,6/16/2021,CanSino,213163
Chile,6/16/2021,Oxford/AstraZeneca,374624
Chile,6/16/2021,Pfizer/BioNTech,3913075
Chile,6/16/2021,Sinovac,16684166
Chile,6/17/2021,CanSino,216205
Chile,6/17/2021,Oxford/AstraZeneca,375405
Chile,6/17/2021,Pfizer/BioNTech,3979816
Chile,6/17/2021,Sinovac,16797615
Chile,6/18/2021,CanSino,218581
Chile,6/18/2021,Oxford/AstraZeneca,376251
Chile,6/18/2021,Pfizer/BioNTech,4017427
Chile,6/18/2021,Sinovac,16864059
Chile,6/19/2021,CanSino,218859
Chile,6/19/2021,Oxford/AstraZeneca,376395
Chile,6/19/2021,Pfizer/BioNTech,4028930
Chile,6/19/2021,Sinovac,16888855
Chile,6/20/2021,CanSino,218871
Chile,6/20/2021,Oxford/AstraZeneca,376405
Chile,6/20/2021,Pfizer/BioNTech,4030161
Chile,6/20/2021,Sinovac,16891556
Chile,6/21/2021,CanSino,218949
Chile,6/21/2021,Oxford/AstraZeneca,376527
Chile,6/21/2021,Pfizer/BioNTech,4039873
Chile,6/21/2021,Sinovac,16901373
Chile,6/22/2021,CanSino,222711
Chile,6/22/2021,Oxford/AstraZeneca,378356
Chile,6/22/2021,Pfizer/BioNTech,4202995
Chile,6/22/2021,Sinovac,17041507
Chile,6/23/2021,CanSino,235127
Chile,6/23/2021,Oxford/AstraZeneca,380624
Chile,6/23/2021,Pfizer/BioNTech,4318428
Chile,6/23/2021,Sinovac,17163028
Chile,6/24/2021,CanSino,298689
Chile,6/24/2021,Oxford/AstraZeneca,384083
Chile,6/24/2021,Pfizer/BioNTech,4404593
Chile,6/24/2021,Sinovac,17263042
Chile,6/25/2021,CanSino,348774
Chile,6/25/2021,Oxford/AstraZeneca,388141
Chile,6/25/2021,Pfizer/BioNTech,4477349
Chile,6/25/2021,Sinovac,17347330
Chile,6/26/2021,CanSino,358847
Chile,6/26/2021,Oxford/AstraZeneca,389382
Chile,6/26/2021,Pfizer/BioNTech,4498332
Chile,6/26/2021,Sinovac,17367917
Chile,6/27/2021,CanSino,360102
Chile,6/27/2021,Oxford/AstraZeneca,389473
Chile,6/27/2021,Pfizer/BioNTech,4500573
Chile,6/27/2021,Sinovac,17369994
Chile,6/28/2021,CanSino,361328
Chile,6/28/2021,Oxford/AstraZeneca,389639
Chile,6/28/2021,Pfizer/BioNTech,4503269
Chile,6/28/2021,Sinovac,17371512
Chile,6/29/2021,CanSino,393227
Chile,6/29/2021,Oxford/AstraZeneca,395452
Chile,6/29/2021,Pfizer/BioNTech,4636904
Chile,6/29/2021,Sinovac,17449478
Chile,6/30/2021,CanSino,416128
Chile,6/30/2021,Oxford/AstraZeneca,399716
Chile,6/30/2021,Pfizer/BioNTech,4769018
Chile,6/30/2021,Sinovac,17495125
Chile,7/1/2021,CanSino,430135
Chile,7/1/2021,Oxford/AstraZeneca,402767
Chile,7/1/2021,Pfizer/BioNTech,4904151
Chile,7/1/2021,Sinovac,17525673
Chile,7/2/2021,CanSino,441607
Chile,7/2/2021,Oxford/AstraZeneca,405354
Chile,7/2/2021,Pfizer/BioNTech,5001977
Chile,7/2/2021,Sinovac,17555532
Chile,7/3/2021,CanSino,445037
Chile,7/3/2021,Oxford/AstraZeneca,405946
Chile,7/3/2021,Pfizer/BioNTech,5025278
Chile,7/3/2021,Sinovac,17566184
Chile,7/4/2021,CanSino,445438
Chile,7/4/2021,Oxford/AstraZeneca,406014
Chile,7/4/2021,Pfizer/BioNTech,5028273
Chile,7/4/2021,Sinovac,17567228
Chile,7/5/2021,CanSino,455844
Chile,7/5/2021,Oxford/AstraZeneca,409869
Chile,7/5/2021,Pfizer/BioNTech,5121650
Chile,7/5/2021,Sinovac,17614371
Chile,7/6/2021,CanSino,463434
Chile,7/6/2021,Oxford/AstraZeneca,413477
Chile,7/6/2021,Pfizer/BioNTech,5190953
Chile,7/6/2021,Sinovac,17664017
Chile,7/7/2021,CanSino,468231
Chile,7/7/2021,Oxford/AstraZeneca,416541
Chile,7/7/2021,Pfizer/BioNTech,5284655
Chile,7/7/2021,Sinovac,17724540
Chile,7/8/2021,CanSino,472097
Chile,7/8/2021,Oxford/AstraZeneca,418772
Chile,7/8/2021,Pfizer/BioNTech,5360951
Chile,7/8/2021,Sinovac,17798768
Chile,7/9/2021,CanSino,476015
Chile,7/9/2021,Oxford/AstraZeneca,421112
Chile,7/9/2021,Pfizer/BioNTech,5429709
Chile,7/9/2021,Sinovac,17863207
Chile,7/10/2021,CanSino,477589
Chile,7/10/2021,Oxford/AstraZeneca,422132
Chile,7/10/2021,Pfizer/BioNTech,5454744
Chile,7/10/2021,Sinovac,17878977
Chile,7/11/2021,CanSino,477760
Chile,7/11/2021,Oxford/AstraZeneca,422212
Chile,7/11/2021,Pfizer/BioNTech,5457995
Chile,7/11/2021,Sinovac,17880581
Chile,7/12/2021,CanSino,481847
Chile,7/12/2021,Oxford/AstraZeneca,424877
Chile,7/12/2021,Pfizer/BioNTech,5544747
Chile,7/12/2021,Sinovac,17966743
Chile,7/13/2021,CanSino,484680
Chile,7/13/2021,Oxford/AstraZeneca,426727
Chile,7/13/2021,Pfizer/BioNTech,5647962
Chile,7/13/2021,Sinovac,18042744
Chile,7/14/2021,CanSino,487398
Chile,7/14/2021,Oxford/AstraZeneca,428280
Chile,7/14/2021,Pfizer/BioNTech,5722713
Chile,7/14/2021,Sinovac,18126527
Chile,7/15/2021,CanSino,492704
Chile,7/15/2021,Oxford/AstraZeneca,431502
Chile,7/15/2021,Pfizer/BioNTech,5789605
Chile,7/15/2021,Sinovac,18218345
Chile,7/16/2021,CanSino,492801
Chile,7/16/2021,Oxford/AstraZeneca,431612
Chile,7/16/2021,Pfizer/BioNTech,5792053
Chile,7/16/2021,Sinovac,18220504
Chile,7/17/2021,CanSino,493270
Chile,7/17/2021,Oxford/AstraZeneca,431936
Chile,7/17/2021,Pfizer/BioNTech,5801283
Chile,7/17/2021,Sinovac,18234356
Chile,7/18/2021,CanSino,493372
Chile,7/18/2021,Oxford/AstraZeneca,431936
Chile,7/18/2021,Pfizer/BioNTech,5802154
Chile,7/18/2021,Sinovac,18235616
Chile,7/19/2021,CanSino,496007
Chile,7/19/2021,Oxford/AstraZeneca,433835
Chile,7/19/2021,Pfizer/BioNTech,5861085
Chile,7/19/2021,Sinovac,18295457
Chile,7/20/2021,CanSino,497742
Chile,7/20/2021,Oxford/AstraZeneca,435799
Chile,7/20/2021,Pfizer/BioNTech,5940835
Chile,7/20/2021,Sinovac,18346377
Chile,7/21/2021,CanSino,499142
Chile,7/21/2021,Oxford/AstraZeneca,438250
Chile,7/21/2021,Pfizer/BioNTech,6000916
Chile,7/21/2021,Sinovac,18387244
Chile,7/22/2021,CanSino,500735
Chile,7/22/2021,Oxford/AstraZeneca,440788
Chile,7/22/2021,Pfizer/BioNTech,6046068
Chile,7/22/2021,Sinovac,18416323
Chile,7/23/2021,CanSino,501964
Chile,7/23/2021,Oxford/AstraZeneca,444772
Chile,7/23/2021,Pfizer/BioNTech,6135073
Chile,7/23/2021,Sinovac,18438166
Chile,7/24/2021,CanSino,503390
Chile,7/24/2021,Oxford/AstraZeneca,446041
Chile,7/24/2021,Pfizer/BioNTech,6150116
Chile,7/24/2021,Sinovac,18455013
Chile,7/25/2021,CanSino,503432
Chile,7/25/2021,Oxford/AstraZeneca,446074
Chile,7/25/2021,Pfizer/BioNTech,6151354
Chile,7/25/2021,Sinovac,18456638
Chile,7/26/2021,CanSino,504376
Chile,7/26/2021,Oxford/AstraZeneca,449369
Chile,7/26/2021,Pfizer/BioNTech,6190072
Chile,7/26/2021,Sinovac,18470427
Chile,7/27/2021,CanSino,505153
Chile,7/27/2021,Oxford/AstraZeneca,452330
Chile,7/27/2021,Pfizer/BioNTech,6227289
Chile,7/27/2021,Sinovac,18480524
Chile,7/28/2021,CanSino,505685
Chile,7/28/2021,Oxford/AstraZeneca,454292
Chile,7/28/2021,Pfizer/BioNTech,6252855
Chile,7/28/2021,Sinovac,18487622
Chile,7/29/2021,CanSino,506161
Chile,7/29/2021,Oxford/AstraZeneca,455936
Chile,7/29/2021,Pfizer/BioNTech,6335132
Chile,7/29/2021,Sinovac,18493493
Chile,7/30/2021,CanSino,506436
Chile,7/30/2021,Oxford/AstraZeneca,457570
Chile,7/30/2021,Pfizer/BioNTech,6405650
Chile,7/30/2021,Sinovac,18497798
Chile,7/31/2021,CanSino,506448
Chile,7/31/2021,Oxford/AstraZeneca,457919
Chile,7/31/2021,Pfizer/BioNTech,6415054
Chile,7/31/2021,Sinovac,18499238
Chile,8/1/2021,CanSino,506449
Chile,8/1/2021,Oxford/AstraZeneca,457920
Chile,8/1/2021,Pfizer/BioNTech,6415456
Chile,8/1/2021,Sinovac,18499304
Chile,8/2/2021,CanSino,507447
Chile,8/2/2021,Oxford/AstraZeneca,459746
Chile,8/2/2021,Pfizer/BioNTech,6421384
Chile,8/2/2021,Sinovac,18614644
Chile,8/3/2021,CanSino,508300
Chile,8/3/2021,Oxford/AstraZeneca,461895
Chile,8/3/2021,Pfizer/BioNTech,6427532
Chile,8/3/2021,Sinovac,18744440
Chile,8/4/2021,CanSino,508522
Chile,8/4/2021,Oxford/AstraZeneca,463717
Chile,8/4/2021,Pfizer/BioNTech,6485730
Chile,8/4/2021,Sinovac,18748864
Chile,8/5/2021,CanSino,508704
Chile,8/5/2021,Oxford/AstraZeneca,465113
Chile,8/5/2021,Pfizer/BioNTech,6527565
Chile,8/5/2021,Sinovac,18751733
Chile,8/6/2021,CanSino,508883
Chile,8/6/2021,Oxford/AstraZeneca,466372
Chile,8/6/2021,Pfizer/BioNTech,6558392
Chile,8/6/2021,Sinovac,18754130
Chile,8/7/2021,CanSino,508898
Chile,8/7/2021,Oxford/AstraZeneca,466390
Chile,8/7/2021,Pfizer/BioNTech,6559289
Chile,8/7/2021,Sinovac,18754366
Chile,8/8/2021,CanSino,508898
Chile,8/8/2021,Oxford/AstraZeneca,466390
Chile,8/8/2021,Pfizer/BioNTech,6559301
Chile,8/8/2021,Sinovac,18754430
Chile,8/9/2021,CanSino,509118
Chile,8/9/2021,Oxford/AstraZeneca,467179
Chile,8/9/2021,Pfizer/BioNTech,6566818
Chile,8/9/2021,Sinovac,18844099
Chile,8/10/2021,CanSino,509370
Chile,8/10/2021,Oxford/AstraZeneca,467894
Chile,8/10/2021,Pfizer/BioNTech,6574670
Chile,8/10/2021,Sinovac,18922941
Chile,8/11/2021,CanSino,509474
Chile,8/11/2021,Oxford/AstraZeneca,469776
Chile,8/11/2021,Pfizer/BioNTech,6689078
Chile,8/11/2021,Sinovac,18927023
Chile,8/12/2021,CanSino,509584
Chile,8/12/2021,Oxford/AstraZeneca,471286
Chile,8/12/2021,Pfizer/BioNTech,6763683
Chile,8/12/2021,Sinovac,18932362
Chile,8/13/2021,CanSino,509675
Chile,8/13/2021,Oxford/AstraZeneca,472098
Chile,8/13/2021,Pfizer/BioNTech,6810456
Chile,8/13/2021,Sinovac,18935871
Chile,8/14/2021,CanSino,509688
Chile,8/14/2021,Oxford/AstraZeneca,472122
Chile,8/14/2021,Pfizer/BioNTech,6811401
Chile,8/14/2021,Sinovac,18936189
Chile,8/15/2021,CanSino,509688
Chile,8/15/2021,Oxford/AstraZeneca,472124
Chile,8/15/2021,Pfizer/BioNTech,6811485
Chile,8/15/2021,Sinovac,18936525
Chile,8/16/2021,CanSino,510109
Chile,8/16/2021,Oxford/AstraZeneca,473063
Chile,8/16/2021,Pfizer/BioNTech,6815941
Chile,8/16/2021,Sinovac,18991303
Chile,8/17/2021,CanSino,513182
Chile,8/17/2021,Oxford/AstraZeneca,474054
Chile,8/17/2021,Pfizer/BioNTech,6820456
Chile,8/17/2021,Sinovac,19042941
Chile,8/18/2021,CanSino,514477
Chile,8/18/2021,Oxford/AstraZeneca,475281
Chile,8/18/2021,Pfizer/BioNTech,6893345
Chile,8/18/2021,Sinovac,19046851
Chile,8/19/2021,CanSino,515836
Chile,8/19/2021,Oxford/AstraZeneca,476200
Chile,8/19/2021,Pfizer/BioNTech,6948017
Chile,8/19/2021,Sinovac,19049522
Croatia,1/1/2021,Pfizer/BioNTech,1960
Croatia,1/8/2021,Johnson&Johnson,1
Croatia,1/8/2021,Moderna,7
Croatia,1/8/2021,Pfizer/BioNTech,30910
Croatia,1/15/2021,Moderna,1497
Croatia,1/15/2021,Oxford/AstraZeneca,2
Croatia,1/15/2021,Pfizer/BioNTech,47993
Croatia,1/22/2021,Moderna,2645
Croatia,1/22/2021,Pfizer/BioNTech,70498
Croatia,1/29/2021,Moderna,2729
Croatia,1/29/2021,Pfizer/BioNTech,86898
Croatia,2/5/2021,Johnson&Johnson,2
Croatia,2/5/2021,Moderna,3206
Croatia,2/5/2021,Oxford/AstraZeneca,7
Croatia,2/5/2021,Pfizer/BioNTech,103848
Croatia,2/12/2021,Moderna,8243
Croatia,2/12/2021,Oxford/AstraZeneca,3180
Croatia,2/12/2021,Pfizer/BioNTech,124500
Croatia,2/19/2021,Johnson&Johnson,3
Croatia,2/19/2021,Moderna,13322
Croatia,2/19/2021,Oxford/AstraZeneca,18944
Croatia,2/19/2021,Pfizer/BioNTech,144358
Croatia,2/26/2021,Moderna,14470
Croatia,2/26/2021,Oxford/AstraZeneca,59733
Croatia,2/26/2021,Pfizer/BioNTech,164238
Croatia,3/5/2021,Moderna,22921
Croatia,3/5/2021,Oxford/AstraZeneca,84063
Croatia,3/5/2021,Pfizer/BioNTech,188147
Croatia,3/12/2021,Johnson&Johnson,6
Croatia,3/12/2021,Moderna,29621
Croatia,3/12/2021,Oxford/AstraZeneca,117175
Croatia,3/12/2021,Pfizer/BioNTech,211486
Croatia,3/19/2021,Johnson&Johnson,12
Croatia,3/19/2021,Moderna,44877
Croatia,3/19/2021,Oxford/AstraZeneca,137717
Croatia,3/19/2021,Pfizer/BioNTech,242438
Croatia,3/26/2021,Johnson&Johnson,15
Croatia,3/26/2021,Moderna,52732
Croatia,3/26/2021,Oxford/AstraZeneca,158130
Croatia,3/26/2021,Pfizer/BioNTech,275851
Croatia,4/2/2021,Johnson&Johnson,17
Croatia,4/2/2021,Moderna,71936
Croatia,4/2/2021,Oxford/AstraZeneca,173797
Croatia,4/2/2021,Pfizer/BioNTech,308069
Croatia,4/9/2021,Johnson&Johnson,42
Croatia,4/9/2021,Moderna,84102
Croatia,4/9/2021,Oxford/AstraZeneca,202455
Croatia,4/9/2021,Pfizer/BioNTech,335764
Croatia,4/16/2021,Johnson&Johnson,46
Croatia,4/16/2021,Moderna,104299
Croatia,4/16/2021,Oxford/AstraZeneca,233643
Croatia,4/16/2021,Pfizer/BioNTech,395588
Croatia,4/23/2021,Johnson&Johnson,46
Croatia,4/23/2021,Moderna,115184
Croatia,4/23/2021,Oxford/AstraZeneca,248319
Croatia,4/23/2021,Pfizer/BioNTech,472981
Croatia,4/30/2021,Johnson&Johnson,789
Croatia,4/30/2021,Moderna,129968
Croatia,4/30/2021,Oxford/AstraZeneca,268197
Croatia,4/30/2021,Pfizer/BioNTech,559081
Croatia,5/7/2021,Johnson&Johnson,3584
Croatia,5/7/2021,Moderna,147184
Croatia,5/7/2021,Oxford/AstraZeneca,308700
Croatia,5/7/2021,Pfizer/BioNTech,732902
Croatia,5/14/2021,Johnson&Johnson,6129
Croatia,5/14/2021,Moderna,172324
Croatia,5/14/2021,Oxford/AstraZeneca,347879
Croatia,5/14/2021,Pfizer/BioNTech,908230
Croatia,5/21/2021,Johnson&Johnson,9438
Croatia,5/21/2021,Moderna,195959
Croatia,5/21/2021,Oxford/AstraZeneca,380907
Croatia,5/21/2021,Pfizer/BioNTech,1061365
Croatia,5/28/2021,Johnson&Johnson,12510
Croatia,5/28/2021,Moderna,211838
Croatia,5/28/2021,Oxford/AstraZeneca,410470
Croatia,5/28/2021,Pfizer/BioNTech,1199345
Croatia,6/4/2021,Johnson&Johnson,14673
Croatia,6/4/2021,Moderna,222886
Croatia,6/4/2021,Oxford/AstraZeneca,428618
Croatia,6/4/2021,Pfizer/BioNTech,1302935
Croatia,6/11/2021,Johnson&Johnson,17472
Croatia,6/11/2021,Moderna,241137
Croatia,6/11/2021,Oxford/AstraZeneca,449799
Croatia,6/11/2021,Pfizer/BioNTech,1466101
Croatia,6/18/2021,Johnson&Johnson,19812
Croatia,6/18/2021,Moderna,259203
Croatia,6/18/2021,Oxford/AstraZeneca,466385
Croatia,6/18/2021,Pfizer/BioNTech,1631934
Croatia,6/25/2021,Johnson&Johnson,21858
Croatia,6/25/2021,Moderna,270185
Croatia,6/25/2021,Oxford/AstraZeneca,476460
Croatia,6/25/2021,Pfizer/BioNTech,1758522
Croatia,7/2/2021,Johnson&Johnson,24768
Croatia,7/2/2021,Moderna,281188
Croatia,7/2/2021,Oxford/AstraZeneca,496187
Croatia,7/2/2021,Pfizer/BioNTech,1891534
Croatia,7/9/2021,Johnson&Johnson,30308
Croatia,7/9/2021,Moderna,288540
Croatia,7/9/2021,Oxford/AstraZeneca,515314
Croatia,7/9/2021,Pfizer/BioNTech,1998128
Croatia,7/16/2021,Johnson&Johnson,37788
Croatia,7/16/2021,Moderna,294860
Croatia,7/16/2021,Oxford/AstraZeneca,521600
Croatia,7/16/2021,Pfizer/BioNTech,2068325
Croatia,7/23/2021,Johnson&Johnson,45106
Croatia,7/23/2021,Moderna,298494
Croatia,7/23/2021,Oxford/AstraZeneca,528655
Croatia,7/23/2021,Pfizer/BioNTech,2138210
Croatia,7/30/2021,Johnson&Johnson,52193
Croatia,7/30/2021,Moderna,302464
Croatia,7/30/2021,Oxford/AstraZeneca,538383
Croatia,7/30/2021,Pfizer/BioNTech,2184377
Croatia,8/6/2021,Johnson&Johnson,55801
Croatia,8/6/2021,Moderna,306196
Croatia,8/6/2021,Oxford/AstraZeneca,542481
Croatia,8/6/2021,Pfizer/BioNTech,2214008
Croatia,8/13/2021,Johnson&Johnson,59517
Croatia,8/13/2021,Moderna,309819
Croatia,8/13/2021,Oxford/AstraZeneca,543723
Croatia,8/13/2021,Pfizer/BioNTech,2244239
Croatia,8/20/2021,Johnson&Johnson,59920
Croatia,8/20/2021,Moderna,309999
Croatia,8/20/2021,Oxford/AstraZeneca,543862
Croatia,8/20/2021,Pfizer/BioNTech,2247795
Cyprus,1/1/2021,Pfizer/BioNTech,369
Cyprus,1/8/2021,Pfizer/BioNTech,6086
Cyprus,1/15/2021,Moderna,0
Cyprus,1/15/2021,Pfizer/BioNTech,10833
